id,date_time,city,state_id,shape,duration,summary,date_posted
0,5/19/21 20:15,Atlanta,GA,Sphere,10 min,Two black UFO over Atlanta one coming close to jet plane.,5/20/21
1,5/19/21 17:25,Glens Falls,NY,Triangle,20 minutes,Triangular object over the Hudson River,5/20/21
2,5/19/21 14:30,North Haledon,NJ,Other,20 mins,I’m no stranger to flying things but yesterday was very interestingly unusual. Attached is a drawing and that’s how close it was I coul,5/20/21
3,5/19/21 10:50,Clarksburg,MD,Triangle,1 min,Triangle ufo,5/20/21
4,5/19/21 01:00,Sharon Connecticut,CT,Light,1 hour,Strange star over northwestern connecticut,5/20/21
5,5/19/21 00:23,Rosamond,CA,Formation,1 minute,Large Orange cluster of orbs,5/20/21
6,5/18/21 00:00,Corvallis,OR,Cigar,20 seconds,"Saw cigar shaped whitish/blue object with pulsing white and blue lights in sky near home depot in Corvallis, Oregon",5/20/21
7,5/18/21 21:25,Colton,CA,Circle,15 seconds,Bright light in the sky vanishes in seconds,5/20/21
8,5/18/21 12:00,Lewisburg,PA,Other,All night/every night,This has been going on at my residence for the last several months. I’ve contacted the commonwealth as there’s a federal prison behind,5/20/21
9,5/18/21 11:30,Paso Robles,CA,Sphere,5-10 seconds,"White ball traveling at very high speed, observed on clear sunny day.",5/20/21
10,5/18/21 07:40,Perth (Australia),,Disk,5 minutes,I saw three circular shaped massive UFO's floating above my forming a triangle formation. They had flashing lights on the bottom of the,5/20/21
11,5/18/21 04:00,Warwick,NY,Unknown,2:00,"Four blinking lights hovering without making a sound for at least 3 minutes in Orange County, NY",5/20/21
12,5/18/21 02:00,Carlsbad,CA,Light,&gt;30 minutes,Orange dim lit orb floating in and out of the ocean,5/20/21
13,5/18/21 00:30,Lompoc,CA,Circle,5 minutes,Strange lights formation disappearing in mid air over lompoc Ca near Airforce base.,5/20/21
14,5/17/21 22:07,Senoia,GA,Light,1 min,Light object traveling across sky reacting to second light and defying logic of  coomon air travel,5/20/21
15,5/17/21 21:30,Sherbrooke (Canada),QC,Fireball,25 seconds,Looked like pieces of falling meteor...instead of burning out they spaced out evenly and flew North parallel to earth at great speed.,5/20/21
16,5/17/21 11:00,Bouctouche,,Disk,5mins,Weird lights and flying oval object with windows??!!?,5/20/21
17,5/17/21 02:08,Northern Ireland,,Light,40seconds,There was a double line of star like lights in the following formation.: : : : : : : : : They moved in unison from west to east slo,5/20/21
18,5/17/21 01:20,Meridian,ID,Other,~5 minutes,What looked to be a sparkling contrail was actually a massive illuminated ship that crossed the sky.,5/20/21
19,5/17/21 01:20,Meridian,ID,Other,~5 minutes,What looked to be a sparkling contrail was actually a massive illuminated ship that crossed the sky.,5/20/21
20,5/17/21 00:20,Fall River,MA,Fireball,3 minutes,"Early Monday morning, I was sitting on my deck looking north east that's  when I noticed a large red and orange ball of light just unde",5/20/21
21,5/17/21 00:20,Susanville,CA,Other,2 min,"We were facing North(towards Alturas with the Sierra Nevada Mountains to our back). A &quot;string&quot; of 20 to 25 lights, moving fro",5/20/21
22,5/17/21 00:07,Bogota,NJ,Circle,1-3 minutes,Bright green lights in the sky.,5/20/21
23,5/17/21 00:07,Bridgewater,NH,Cylinder,3.4 minutes,"Cylindrical shape craft hovered in Northeast sky for 1 minute, then moved slowly eastward for 2.4 minutes before disappearing from view",5/20/21
24,5/17/21 00:06,North Tonawanda,NY,Oval,,Large oval shaped object spotted with lights that had the appearance of shooting stars but it wasn't.,5/20/21
25,5/17/21 00:00,Rutland,VT,Light,3 Min,String of Lights In The Sky,5/20/21
26,5/16/21 23:38,Red Deer,AB,,5 Minutes,Organized line of bright objects,5/20/21
27,5/16/21 23:10,Richland,WA,Circle,.5 hour,3 events of multiple UFO’ a with 1/2 hour span,5/20/21
28,5/16/21 23:00,Bellingham,WA,Light,20 min,numerous pinpricks of light following each other evenly spaced,5/20/21
29,5/16/21 22:40,Keizer,OR,Circle,5 minutes or longer,This was either a formation or a single craft with many lights on the outside. It was moving very slowly across the sky above my house.,5/20/21
30,5/16/21 21:30,Williamsport,MD,Formation,10 minutes?,"varying pattern of blinking lights VERY bright, shaped like an inverted question mark",5/20/21
31,5/16/21 20:15,Grand Rapids,MI,Light,1-2 minutes,Bright white light in twilight sky.,5/20/21
32,5/16/21 20:00,hiram,GA,Other,2 minutes,"metallic craft at high altitude with no contrail,obviuosly not an aerodynamic craft",5/20/21
33,5/16/21 19:00,Jacksonville,NC,Circle,Hour,Three bright orbs spaced apart and aligned with the moon.,5/20/21
34,5/16/21 18:30,Frenchtown,NJ,Other,2 minutes,Black object effortlessly floated without the use of wings or engine.,5/20/21
35,5/16/21 18:00,Glendale,CA,Sphere,10 min,Black spherical ufo,5/20/21
36,5/16/21 15:55,Niagara falls,NY,Oval,2 minutes,Black oval object with windows shot straight up through cloud's,5/20/21
37,5/16/21 15:45,New Baltimore,MI,Circle,3 minutes,Reflective slow moving white ball,5/20/21
38,5/16/21 14:30,San Pedro,CA,Circle,10-15 seconds,Unbelievable! Very large circle shadow drifted across the water and docks at the port of los angeles headed north east.shadow was about,5/20/21
39,5/16/21 12:42,Otsego,MN,Disk,2 min,We observed a comet about 10 minutes before. We were fishing by the boat launch opening and looked up and say a line of lights. The li,5/20/21
40,5/16/21 12:05,Plymouth,MA,Cigar,3 min,"Large dull white cigar or disc hovered, gradually glided east where it vanished as if the night sky absorbed it, it made no sound",5/20/21
41,5/16/21 10:00,Portland,OR,Formation,10 seconds,Formation of lights across the night sky in Portland,5/20/21
42,5/16/21 09:54,Vincent,AL,Light,35 minutes,Two objects were headed towards each other then they stopped abruptly. They headed east and 3 other objects came from the east and stop,5/20/21
43,5/16/21 09:30,ROCHESTER,NY,Rectangle,3 seconds,At around 9:30pm may 16 2021 we had a crescent moon so i brought out the telescope to look at the moon. while looking at a the moon ver,5/20/21
44,5/16/21 09:00,McDonald,PA,Unknown,1.5 hours,"15 crafts in space that raced, darted, faded in and out, pretended to be stars, and wobbled in all directions in the sky.",5/20/21
45,5/16/21 08:17,Belen,NM,Circle,10 min,As I pulled to the light on my way into the city for work I noticed a big silver metal sphere in the sky not moving so I pulled over an,5/20/21
46,5/16/21 05:30,Fort Myers,FL,Other,~2,Quick moving object in the sky,5/20/21
47,5/16/21 04:00,Newberg,OR,Light,Aprox: 2 minutes,"there was a spherical light emitting a green laser, pointing diagonally towards the surface of the ground. from the lazer were smaller",5/20/21
48,5/16/21 01:00,Kamloops (Canada),BC,Cigar,1 minute,"Lackluster sighting in comparison to other sightings, but , I was camping with my girlfriend  when we noticed what we initially thought",5/20/21
49,5/16/21 00:12,Bowdoin,ME,Formation,10 seconds,Very large silent Light formation moving at plane speed.,5/20/21
50,5/16/21 00:05,Utica,NY,Other,30,Seen A Stick Shaped UFO,5/20/21
51,5/15/21 23:39,Nampa,ID,Triangle,3 minutes,My father and I were coming back from Lake Lowell and on our way back home we noticed a long low glowing bar of light floating along th,5/20/21
52,5/15/21 23:37,Emigrant,MT,Light,20 minutes,String of Attached Lights with No Sound Moving Towards Us,5/20/21
53,5/15/21 23:37,Emigrant,MT,Light,20 minutes,String of Attached Lights with No Sound Moving Towards Us,5/20/21
54,5/15/21 23:30,Rochester,MI,Sphere,3 minutes,Silver Sphere Ufo,5/20/21
55,5/15/21 23:30,Star,ID,Disk,10 minutes,UFO in Star Idaho,5/20/21
57,5/15/21 22:45,randle,WA,Disk,4 minutes,Two friends and i witnessed several bright balls of light in the sky heading northeast at 10:30 pm then at 1045 we observed a very larg,5/20/21
58,5/15/21 22:38,Salem,OR,Cylinder,2 1/2 min,"Self illuminating craft, cylinder shape, mile long moving at constant speed.  No wings or other lighting seen.  No sound.",5/20/21
59,5/15/21 22:38,Salem,OR,Cylinder,2 1/2 min,"Self illuminating craft, cylinder shape, mile long moving at constant speed.  No wings or other lighting seen.  No sound.",5/20/21
60,5/15/21 22:37,Concrete,WA,Other,4 minutes,Linear white lights on object slowly floating in sky..like nothing I have ever seen before. Inexplicable.,5/20/21
61,5/15/21 22:36,Longview,WA,Cylinder,5 minutes,Object that looked like a string of pearls in the sky.,5/20/21
62,5/15/21 22:36,Sisters,OR,Cigar,4 minutes,"Long and narrow illuminated craft flying high and somewhat slowly over Oregon (5-15-21, 22:36); 4 whitnesses",5/20/21
63,5/15/21 22:35,Vancouver,WA,Cigar,1-3 minutes,"Oblong white light travelling west to east slowly in northern sky's of Vancouver, Washington",5/20/21
64,5/15/21 22:35,Jacksonville,OR,Cigar,1 min. 30 sec,Cigar shaped slightly illuminated object moving North-NorthEast.,5/20/21
65,5/15/21 22:35,Carson,WA,Rectangle,5 minutes,"A large horizontal bar of light moved slowly across the night sky, eventually lifting its back end to 45 degrees and maintaining course",5/20/21
66,5/15/21 22:30,Conconully,WA,Cylinder,4 Min,"On a camping trip, and after my wife went to bed I was standing at the campfire looking up at all of the stars. I saw a long patch of w",5/20/21
67,5/15/21 22:30,Glasgow,MT,Rectangle,5 minutes,"Three individuals witnessed a brightly lit but silent very large object for 5 minutes at 10:30pm on 5/15/2021 west of Glasgow, MT.",5/20/21
68,5/15/21 22:30,Ferndale,WA,Cylinder,four min,saw a green segmented object slowly traveling thru the sky,5/20/21
69,5/15/21 22:30,Kissimmee,FL,Light,1 minute,"I was outside preying looked up, and the picture says it all. I usually have about 3 sightings a week where I am.",5/20/21
70,5/15/21 22:06,Chautauqua Lake,NY,Light,35 minutes,"Six bright white fast moving lights appeared above us, one of which passed under a jet and followed our boat.",5/20/21
71,5/15/21 21:30,Highbridge,NJ,Cylinder,Under 5 minutes,Brilliant orange cylinder with points of white. Appeared translucent and had a deliberate flight path,5/20/21
72,5/15/21 21:00,Medford,OR,Circle,35 minutes,Orange pulsating lights in a square formation to a straight line formation,5/20/21
73,5/15/21 20:40,New York City (Brooklyn),NY,Circle,15 mins,11 glowing orange disc flew silently across the sky. They had no visible way of propulsion and looked like bright circles.,5/20/21
74,5/15/21 20:15,New Hanover Township,PA,Circle,2 - 3 minutes,about 15 orange circular objects flying at low altitude.,5/20/21
75,5/15/21 11:50,Burnsville,MN,Disk,5 sec,Animated looking green glowing flying saucer,5/20/21
76,5/15/21 06:10,Kakinada (India),,Oval,few seconds,Spotted UFO from close distance while jogging on beach,5/20/21
77,5/15/21 05:00,Amherst (Canada),NS,Disk,45 seconds,Silent very fast moving disc shape before daylight lot up the disc as I seen clearly and what looked like two smaller ones exiting it,5/20/21
78,5/15/21 04:00,Kelseyville,CA,Sphere,2 minutes,Silent red orange orb,5/20/21
79,5/15/21 00:45,Storden,MN,Cigar,1:00,As I was closing the local bar alone. I looked up to the north and saw a subtle shiny object. It was shaped like a blimp or cigar. It a,5/20/21
80,5/14/21 23:50,North Myrtle Beach,SC,Changing,30+,Many lights over North Myrtle Beach ocean moving erratically,5/20/21
81,5/14/21 23:05,Eaton,OH,Sphere,3 minutes,Orb in the sky looked like a turning ball of light. It went back and forth and closer and then farther away. I recorded it with my cell,5/20/21
82,5/14/21 21:30,Ironwood,MI,Circle,,It was a clear night in May 14 2021. I saw a bright white “star-like” thing in the sky. It was moving. I was looking west of Ironwood.,5/20/21
83,5/14/21 18:40,Warner Robins,GA,Changing,10 minutes,Shape shifting object that shimmered and or produced white yellow lights in different spots.,5/20/21
84,5/14/21 14:00,Kingwood,TX,Sphere,15-20 minutes,Ball shaped uap over northeast Houston in broad daylight.,5/20/21
85,5/14/21 09:30,Lincoln,GA,Cigar,Around 3 minutes or short,A white cigar shaped craft stationary and flashing in the sky.,5/20/21
86,5/14/21 09:30,Lincoln,GA,Cigar,Around 3 minutes or short,A white cigar shaped craft stationary and flashing in the sky.,5/20/21
87,5/14/21 04:17,St. Thomas (Canada),ON,Circle,1.5 Minutes,Two lights moving in sync.,5/20/21
88,5/14/21 04:13,Los Alamos,NM,Sphere,8 minutes,Bright gold ball low in the sky in a perfect straight line going east,5/20/21
89,5/13/21 22:30,Holden Beach,OH,Light,1/2 hour,My daughter and I were sitting on our beach house back deck when we saw two yellow lights over the ocean in the southern sky. The light,5/20/21
90,5/13/21 21:30,Mississauga (Canada),ON,Light,1-2 mins,A bright colourful large object in Mississauga disappeared into a bright white ball of light,5/20/21
91,5/13/21 21:05,Shelbyville,IN,Light,1-2 minutes,It was just a light. Moved around seemed to zoom out of view and back in one or twice.,5/20/21
92,5/13/21 21:00,Marysville,WA,Changing,3 hours,Immense colorful shapeshifting Orb illuminating hovering in the sky.,5/20/21
93,5/13/21 01:30,La grande,OR,Formation,2-4 minutes,5-9 tightly grouped objects in a line,5/20/21
94,5/13/21 01:00,Radcliff,KY,,30 Min,Cancer and Grey Beings,5/20/21
95,5/12/21 23:00,Naples,FL,Disk,5 min.,Saw 3 UFOs hovering above - looked like they were playing games flying around each other amongst the three saucers,5/20/21
96,5/12/21 21:30,Atascadero,CA,Light,7 hours,"These light have been seen floating in air, zig zagging , falling from sky, finally flew to camera",5/20/21
97,5/12/21 20:28,Hephzibah,GA,Unknown,About a minute,"Just before sunset, an aircraft with three bright white lights hovered over the highway treeline observing traffic.",5/20/21
98,5/12/21 20:28,Hephzibah,GA,Unknown,About a minute,"Just before sunset, an aircraft with three bright white lights hovered over the highway treeline observing traffic.",5/20/21
99,5/12/21 19:40,Tehachapi,CA,Disk,ca 20 seconds,"single small disc like a helium balloon but flying overhead straight, steady, silent and fast just after sunset. No wind.",5/20/21
100,5/12/21 02:36,Saint Clairsville,OH,Oval,25 minutes,Metallic white almond shaped object  with bright blue aura in dense woodland,5/20/21
101,5/12/21 01:00,Phillipsburg,NJ,Circle,,Many people in town has reported about 2 circles glowing redi-sh orange. The one was bigger than the other and the like pulsating. Witn,5/20/21
102,5/11/21 05:03,Atlantic Beach,FL,Unknown,Seems like an hour,I noticed the unidentified bright lights and vertically aligned squared shaped objects moving sporadically as seen on the security cam.,5/20/21
103,5/10/21 23:00,Taylor,MI,Oval,All night,Dark spots in the night are UFO.s,5/20/21
104,5/10/21 22:00,Sarasota,FL,Other,2 minutes,String of lights,5/20/21
105,5/10/21 21:18,Cairo (Egypt),,Unknown,~5 minutes,Line of stars exceeding 25 moving slowly,5/20/21
106,5/10/21 11:00,Naples,FL,Circle,10 min.,UFO sighting,5/20/21
107,5/10/21 10:30,Tampa,FL,Oval,3 seconds,"I was driving home, headed southbound on Bayshore Blvd. approaching Gandy Blvd. driving 35mph.  Approximately 6 or 7 streets north of G",5/20/21
108,5/9/21 23:30,Mobile,AL,Circle,3 min,Orange Light Over Mobile AL,5/20/21
109,5/9/21 23:30,Beaconsfield,QC,Formation,2-3 minutes that we saw,"I just returned from walking my dog when I turned to the NW and saw what I thought were 3 stars, but then noticed one was moving, then",5/20/21
110,5/9/21 22:25,Port Charlotte,FL,Sphere,11 seconds,My home security camera captured two spheres of light hovering around. It appeared as if they were aware of each other. Then the bigges,5/20/21
111,5/9/21 21:30,Ocala,FL,Formation,2 minutes,Flying line Formation of unidentifiable objects in clear sky,5/20/21
112,5/9/21 20:30,Kailua,HI,Unknown,5 minutes,Zooming ball of light in the Hawaiian night sky defying all propulsion physics.,5/20/21
113,5/9/21 13:30,Nice,CA,Disk,5 seconds,"A silent disk went over me, my fiance and my son's head and out over the water of Clear Lake.",5/20/21
114,5/9/21 03:10,Minneapolis,MN,Light,,blue light crash.  cube space craft with yellow lights,5/20/21
115,5/9/21 02:39,Nokomis,FL,Circle,3 seconds,Ball of fire.  1/8 th inch from my perspective.  No light trail.  Looks like landed in Gulf of Mexico.  Did not look like shooting star,5/20/21
116,5/8/21 23:49,Evansville,IN,Circle,,Circle of light going around in a circle in the sky.,5/20/21
117,5/8/21 23:00,Santa Rosa,CA,Light,15 minutes,My sister her husband and I were viewing the stars last night. At first we thought we were seeing the starlink satellites but they were,5/20/21
118,5/8/21 23:00,Chisholm,MN,Circle,20 minutes,"Hundres of white lights traveling in the same direction and same speed west to east over Chisholm mn , there was a pattern ( ***   **",5/20/21
119,5/8/21 21:45,Shrewsbury,PA,Formation,2 minutes,"Small lights circulating in a straight line, over and over",5/20/21
120,5/8/21 21:40,Camp Hill,PA,Circle,2 minutes,White dots moving in a line.,5/20/21
121,5/8/21 21:36,Ashburn,VA,Circle,1 minute,6-8 lights moving in circular pattern from west to south along the sky,5/20/21
122,5/8/21 21:35,Mount Airy,NC,Light,5 minutes,At 9:35 pm While setting outside I happen to look up in north west Direction and noticed a string of lights flying toward  the south we,5/20/21
123,5/8/21 21:30,Lewisburg,WV,Formation,20 minutes,string of lights roughly in line numbering more than 50 heading from roughly west then turning to the south,5/20/21
124,5/8/21 21:30,Aldie,VA,Formation,1:30,Dozens of lights moving in single-filed formation flying east,5/20/21
125,5/8/21 21:25,Bluefield,WV,Rectangle,1 minutes,"I saw a row of 5 lights, round, each one the same size appear in the sky and slowly 1 by 1 faded away at the same point in the sky.",5/20/21
126,5/8/21 21:00,Washington,PA,Light,5 minutes,"3 lights, odd red color",5/20/21
127,5/8/21 21:00,Santa Fe,NM,Light,5 minutes,"I was at frenchy's field park here in town. About 9 in the evening. I was hanging upside down from the pull up bar, doing my regular ca",5/20/21
128,5/8/21 20:05,Concho,AZ,Light,5 minutes,Lights over Northeastern AZ,5/20/21
129,5/8/21 20:00,Littleton,CO,Sphere,6 minutes,ufo in a storm cloud,5/20/21
130,5/8/21 17:05,Running Springs,CA,Unknown,1 minutes,UFO OVER REDLANDS WITH COLOR SPECTRUM,5/20/21
131,5/8/21 15:07,Austin,TX,Oval,6 seconds,Glowing Oval Orb,5/20/21
132,5/8/21 09:30,Irmo,SC,Formation,30,Saw various lights like starts traveling in a row and disappear in the sky.,5/20/21
133,5/8/21 00:00,Eagle River,MI,Formation,15 minutes,"At night, midnight sky. First saw 10-12 white lighted capsules moving across the sky in perfect formation. Moving in a straight line, s",5/20/21
134,5/7/21 23:45,Weeki Wachee,FL,Unknown,<10 minutes,Watching TV then go outside and see a large pulsating light in the sky,5/20/21
135,5/7/21 23:00,Mattawa (Canada),ON,Formation,2 minutes,approx 40 starlight formation some traveling in pairs and some single but in a straight line over the town of Mattawa approx at 11pm.,5/20/21
136,5/7/21 22:15,Calistoga,CA,Light,5-7 minutes,116 orbs in total traveling the three groups equally spaced apart and traveling at the same speed not following the horizon,5/20/21
137,5/7/21 21:45,Decatur,IL,Disk,10 minutes,"Saw disc with lights rotating like:::::: &quot;·· ·· ·· ··&quot; then in &quot;··· ··· ··· ···&quot; back down to 2, then 1, and gone.",5/20/21
138,5/7/21 21:45,Placerville,CA,Light,several minutes,single lights all in a row moving slowly then disappeared,5/20/21
139,5/7/21 21:30,Havelock,NC,Formation,2 minute,I was talking to my brother on my cell phone on my front porch with my wife. I looked up to the stars and off to the left I noticed doz,5/20/21
140,5/7/21 21:22,Dublin,CA,Formation,10 minutes,We saw 50 unidentifiable flying objects approximately 8 miles above the standard landing flight pattern for the Bay Area.,5/20/21
141,5/7/21 21:20,Kensington,CA,Unknown,5 minutes,"A line of 50 lights evenly paced moving west to east, San Francisco Bay Area CA",5/20/21
142,5/7/21 21:20,Shaver Lake,CA,Formation,5 minutes,"A long formation of lights across the lower Northern sky, flying straight and evenly spaced that lasted for several minutes.",5/20/21
143,5/7/21 21:20,Grove,OK,Light,20 minutes,"It was like watching a hundred lights marching off to war, single file",5/20/21
144,5/7/21 21:12,Marin,CA,Formation,10 minutes,"Series of lights 50+ viewed on same trajectory,",5/20/21
145,5/7/21 21:00,Antioch,CA,Light,1-2 minutes,"While walking my dog in the early evening on 5/7/21 in Antioch, California around 9:15 p.m., I saw lights about the size of stars movin",5/20/21
146,5/7/21 21:00,Raleigh,NC,Light,3-4 minutes,String of lights over Raleigh near falls lake,5/20/21
147,5/7/21 11:35,Jonesboro,GA,Sphere,5 minutes,"Was working electrical job in jonesboro woth my boss robert little ,we were in the parking lot the sky wasostly clear with only a few c",5/20/21
148,5/7/21 09:57,Sartell,MN,Other,3,Saw a straight line of possibly 30 lights traveling from the southwest to the northeast. We didn't hear anything from them. Not sur,5/20/21
149,5/7/21 08:50,Albuquerque,NM,Light,4-5 minutes,A string of lights going from south to north.,5/20/21
150,5/7/21 05:30,DeFuniak Springs,FL,Fireball,25 seconds,"South toward the the Gulf of Mexico a comet like object traveling east to west, vertically with a very large tail, lighting up the sky.",5/20/21
151,5/7/21 02:24,Somersworth,NH,Triangle,1-2 minutes,"Around 2:24am, I was driving up rte 16 going north & as I past the old exit 8 to my left of me about 8 to 10 stories high above a tree",5/20/21
152,5/7/21,Littleton,CO,Light,~2-3 minutes,Long string of a line of stellar type objects moving from SSW to NNE.,5/20/21
153,5/6/21 00:00,Bishop,CA,Formation,1+ minutes,"Bishop, CA 20+ objects in straight, evenly spaced formation moving slowly west to east.",5/20/21
154,5/6/21 23:30,South Bend,IN,Oval,40 seconds,Look at the clear north Sky. Looking at big dipper. I saw 6 orbs bright light. Much larger the the stars. Moving much faster then a sat,5/20/21
155,5/6/21 23:00,Toronto (Canada),ON,Circle,2 mins,"7-10 orbs that first looked like stars moving in a line, south towards Lake Ontario.",5/20/21
156,5/6/21 22:55,Burlington,KS,Light,~3 minutes,"Over New Strawn Ks, a line of white bright objects traveled in a uniform straight line, slowly aprox. 200 to 500mph im guessing. It mig",5/20/21
157,5/6/21 22:40,Gainesville,GA,Disk,5 min,"ENORMOUS disc-shaped UFO with band of lights spotted 5/6/21 at 22:40 hovering over Lake Lanier (Gainesville, GA)",5/20/21
158,5/6/21 22:33,Rockville,MD,Light,2 minutes,Multiple lights moving with constant brightness.,5/20/21
159,5/6/21 22:30,Lafayette,IN,Light,3 minutes,As I was waiting outside for my uber I looked up to see a sting of 6 lights flying right behind each other ((Starlink satellites??)),5/20/21
160,5/6/21 22:13,Fruita,CO,Unknown,2 minutes,"Fleet of UFO's witnessed in small town, Colorado",5/20/21
161,5/6/21 22:00,Bauxite,AR,Formation,5 minutes,String of objects silently moving through the night sky,5/20/21
162,5/6/21 22:00,Parker,CO,Light,4 minutes or more,"UFO's over Parker CO night sky, 30 lights moving in a row",5/20/21
163,5/6/21 21:50,Fayetteville,AR,Sphere,2 minutes,"Looking towards the west sky, I saw several oval shaped glowing vessels in kind of a line. They were not making any sound but seemed cl",5/20/21
164,5/6/21 21:45,Dover,DE,Formation,3-5 minute,Massive String of lights in sky,5/20/21
165,5/6/21 21:45,Metropolis,IL,Light,>1 minute,The lights were not flashing and moving at the same speed.,5/20/21
166,5/6/21 21:38,Amory,MS,Formation,7 minutes,10 lights in a row with the same space between them moving at a high speed. Took pictures with cell phone.,5/20/21
167,5/6/21 21:30,Fitchburg,WI,Light,2-3 minutes,"Dozens of aircraft, seen traveling in a line, outside Madison Wisconsin.  Looked like oriens belt, but with 40 stars instead of 3.",5/20/21
168,5/6/21 21:30,Flippin,AR,Circle,5-10 minutes,30 bright objects moving in a wave motion and 1 by 1 disappearing up into the sky.,5/20/21
169,5/6/21 21:15,Pahrump,NV,Unknown,10 minutes,Straight lines of illuminated objects,5/20/21
170,5/6/21 21:10,Redding,CA,Light,2 minutes,String of dozens of solid lights,5/20/21
171,5/6/21 21:01,Colorado Springs,CO,Light,20-30 seconds,Bright solid light followed by helicopter,5/20/21
172,5/6/21 21:00,San Jose,CA,Sphere,2 minutes,freaked me out,5/20/21
173,5/6/21 21:00,West Valley/Phoenix/Glendale,AZ,Disk,20 minutes,odd light formation  ((Starlink satellites??)),5/20/21
174,5/6/21 21:00,Arroyo Seco,NM,Light,20 minutes,I saw eight moving slow light in the sky &quot;Fleet&quot;  ((Starlink satellites??)),5/20/21
175,5/6/21 20:43,Longmont,CO,Light,20 minutes,Lights very high in the sky moving aircraft speed moving from SW to NE direction. ((Starlink satellites??)),5/20/21
176,5/6/21 20:30,Walsenburg,CO,Unknown,1 hour,2 adult individuals witness a distant object extremely high in the southern night sky over walsenburg Colorado.  The object was illumin,5/20/21
177,5/6/21 05:30,Houston,TX,Formation,60 seconds,A long single file group of approximately 25 to 30 objects moving from the northwest to southeast. The objects appeared like a medium s,5/20/21
178,5/6/21 04:45,Palm Springs,CA,Formation,1-2 minutes,Formation of ten bright lights over Palm Springs,5/20/21
179,5/5/21 22:45,Toronto (Canada),ON,Circle,1 minute,Orange/Red circle flying north to south over Toronto,5/20/21
180,5/5/21 22:35,Cleveland,TN,Light,10 minutes,30+ lights in a line.,5/20/21
181,5/5/21 22:04,Kelseyville,CA,Other,30 seconds,I was walking down by the lake and saw this long what looked like a contrail left by a jet airplane but all lights it was the weirdest,5/20/21
182,5/5/21 22:00,Albuquerque,NM,Formation,15 minutes,"I thought I was looking at Cassiopeia with its 'W' shape, then I released that it was a series of lights moving silently across the sky",5/20/21
183,5/5/21 22:00,Silver City,NM,Light,2 minutes,I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights,5/20/21
184,5/5/21 21:42,Salt Lake city,UT,Changing,~8-10 minutes each,3 separate fleets of light in the sky in 1 night.,5/20/21
185,5/5/21 21:30,Williams,AZ,Formation,1 minute,"Very long, straight craft with string of bright lights on it seen moving slowly in night sky near Williams Arizona.",5/20/21
186,5/5/21 21:25,Reno,NV,Light,30 seconds,40-50 lights in line across the Reno sky.,5/20/21
187,5/5/21 21:24,Bliss,ID,Light,3 minutes,I saw these lights and Bliss Idaho.They were all in a straight line.Possibly a little higher than a small plane would fly.Moving slowly,5/20/21
188,5/5/21 21:05,Sutter Creek,CA,Cigar,10 minutes,Approximately 60 aircraft lined up like a train flying  south to north.,5/20/21
189,5/5/21 21:04,Chino Valley,AZ,Circle,1 minute,String of approximately 10 circular lights moving in one direction overhead very slowly disappearing one at a time,5/20/21
190,5/5/21 21:00,Pinon hills,CA,Circle,4 minutes,A large group of small star like crafts flying in a straight line heading from north east spaced out evenly about 5 to ten feet apart a,5/20/21
191,5/5/21 21:00,Sylmar,CA,Light,5 minutes,100+ lights in single formation flying SW over LA county,5/20/21
192,5/5/21 21:00,Cordes Lakes,AZ,Circle,15 minutes,Single file streaming like abarmada aprox 200  as we 4 watched amazed calling to the nebors to come see. As a friend pulled up he also,5/20/21
193,5/5/21 21:00,Gardnerville,NV,Circle,2 minutes,My wife and I were in the hot tub when I observed 8 circular lights heading northeast over the Pine Nut Mountain Range in northwestern,5/20/21
194,5/5/21 21:00,Tucson,AZ,Circle,5 minutes,"30 plus white circular objects in linear flight in Tucson, AZ sky. ((Starlink satellites??))",5/20/21
195,5/5/21 20:58,Madera,CA,Formation,3 minutes,Weird string of lights,5/20/21
196,5/5/21 20:57,,,,,I submitted my report at 11:30 today but it is NOT A UFO SIGHTING; IT WAS JUST THE DAMN SATELLITES!  I'M SO SORRY.,5/20/21
197,5/5/21 20:57,Tollhouse,CA,Unknown,.20 seconds,"10-12 objects flying in formation just above horizon, silently one after the other going north over Sierra",5/20/21
198,5/5/21 20:50,Camarillo,CA,Light,10 minutes,At least 100 bright lights in a very long straight line and was very quiet.,5/20/21
199,5/5/21 20:40,Henet,CA,Light,5 minutes,30 small orb lights in a row,5/20/21
200,5/5/21 20:30,Cumberland,RI,Fireball,2-3 minutes,3 yellow/orange fireball like lights traveling silently and following each other.,5/20/21
201,5/5/21 20:30,Buckeye,AZ,Oval,5 minutes,9 yellow orbs float overhead before space x satellites appear.,5/20/21
202,5/5/21 13:00,Cleveland,TX,Cylinder,2 minutes,Flying Garbage Can?????,5/20/21
203,5/5/21 10:05,Park City,UT,Formation,3 minutes,"We witnessed a straight line of approximately 25 white lights, (no flashing), traveling at a uniform speed and perfectly spaced. They a",5/20/21
204,5/5/21 10:00,Silver city,OR,Unknown,1 minutes,I was in my car turning onto my street when I saw 7 bright lights all flying in a line right above me and then before I could take a pi,5/20/21
205,5/5/21 09:15,Kingman,AZ,Formation,5 minutes,see above statement.,5/20/21
206,5/5/21 04:45,Los Osos,CA,Light,4 minutes,Trail of 60+ lights traveling in a line without sound in close linear formation- not visible on cameras,5/20/21
